city,auction_house,exhibition,image_url,artist,title,price,low_estimate,signature,size,created,auction_lot,auction_date,medium
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/325.jpg,Conrad Marca-Relli,AT THE SEAMSTRESS; AT THE COUTURIER,-not sold-,"$18,000","$25,000",Signed,"38.38"" x 37.00",1981,325,09/21/2012,"newspaper, burlap, fabric, marker, and magazine / Canvas"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/326.jpg,Yiannis Yannis Spyropoulos,RIFLESSO,"$50,000","$40,000","$60,000",Signed,"35.00"" x 56.50",1959,326,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/327.jpg,Robert Burns Motherwell,THE BROWN STRIPE,"$43,750","$30,000","$50,000",Signed Initials,"14.00"" x 8.25",1967,327,09/21/2012,Tempera and printed paper collage / Board
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/328.jpg,Louise Berliawsky Nevelson,SERIES OF AN UNKNOWN COSMOS LXXV,"$5,130","$5,000","$7,000",Signed and Dated,"20.00"" x 15.00",1979,328,09/21/2012,"printed paper, cardboard, and newspaper with ink collage / Board"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/329.jpg,Conrad Marca-Relli,UNTITLED,"$10,000","$7,000","$10,000",Signed on Reverse,"19.00"" x 21.50",not given,329,09/21/2012,Oil / Burlap
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/330.jpg,Robert Burns Motherwell,IN WHITE WITH GREEN STRIPE,"$53,130","$30,000","$40,000",Signed Initials,"18.00"" x 9.75",1986,330,09/21/2012,aquatint and paper collage / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/332.jpg,Alfonso A Ossorio,IN A WOOD LIGHTLY,"$11,250","$12,000","$18,000",Signed and Dated,"24.00"" x 15.75",1962,332,09/21/2012,"shells, glass beads, acrylic beads, artificial eyes, brass rings, brass charms and resin / Panel"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/333.jpg,Adolph Gottlieb,THE WATCHERS,"$31,250","$25,000","$35,000",Signed and Dated,"15.75"" x 11.25",1946,333,09/21/2012,Gouache and ink / Paper on board
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/334.jpg,Willem de Kooning,STANDING WOMAN,"$92,500","$70,000","$90,000",Signed,"20.00"" x 11.00",1965,334,09/21/2012,Oil and charcoal / Paper on board
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/335.jpg,Alfred Leslie,MINNIE'S COOKIE JAR (4 parts),"$128,500","$100,000","$150,000",Signed and Dated,"52.50"" x 64.25",1959,335,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/336.jpg,Richard Diebenkorn,UNTITLED,-not sold-,"$30,000","$40,000",Signed Initials,"12.13"" x 15.25",1954,336,09/21/2012,Ink and pencil / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/339.jpg,Milton Resnick,ROSELAND,"$146,500","$40,000","$60,000",Signed and Dated,"70.00"" x 49.75",1959,339,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/340.jpg,Harold Shapinsky,UNTITLED,"$15,000","$12,000","$18,000",Signed and Dated,"60.00"" x 24.00",1950,340,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/341.jpg,Larry Poons,"OPPS"" (THE SPANISH)",-not sold-,"$15,000","$20,000",Signed and Titled,"85.00"" x 23.25"" x 2.00",1991,341,09/21/2012,Acrylic styrofoam and adhesive on Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/342.jpg,Jimmy Ernst,IN HONOR OF ACCUSED POETS,"$22,500","$10,000","$15,000",Signed and Dated,"50.00"" x 70.00",1966,342,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/345.jpg,Larry Poons,UNTITLED (77 E-5),"$28,130","$15,000","$20,000",Signed and Dated,"80.00"" x 27.75",1977,345,09/21/2012,Acrylic / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/346.jpg,Jules Olitski,RADICAL LOVE - 7,-not sold-,"$20,000","$30,000",Signed and Titled,"68.00"" x 41.00",1972,346,09/21/2012,Acrylic / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/349.jpg,Norman Bluhm,UNTITLED,"$16,250","$10,000","$15,000",Signed and Dated,"47.50"" x 39.50",1976,349,09/21/2012,Acrylic and pastel / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/351.jpg,Willem de Kooning,UNTITLED,-not sold-,"$30,000","$40,000",Signed and Dated,"18.75"" x 24.00",1968,351,09/21/2012,Charcoal / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/352.jpg,Michael Goldberg,UNTITLED,"$74,500","$40,000","$60,000",Signed and Dated,"23.00"" x 26.00",1956,352,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/353.jpg,Milton Resnick,STATE,"$34,380","$30,000","$50,000",Signed and Dated,"71.00"" x 50.25",1964-1967,353,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/354.jpg,Raymond Parker,UNTITLED,"$21,250","$15,000","$20,000",Signed,"49.00"" x 30.88",1964,354,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/355.jpg,Herman Cherry,VERTICAL AND SQUARE,"$5,940","$6,000","$8,000",Signed and Dated,"25.00"" x 25.00",1960,355,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/356.jpg,Esteban Vicente,PRINCETON NO. 7,-not sold-,"$40,000","$60,000",Signed and Titled,"53.50"" x 65.75",1966,356,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/357.jpg,Frank Stella,WINDOW SKETCH,"$578,500","$350,000","$450,000",Signed,"42.00"" x 84.00",1969,357,09/21/2012,Oil and pencil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/358.jpg,Ernest Briggs,DUO I,"$18,750","$15,000","$20,000",Signed and Titled,"20.00"" x 25.13",1976,358,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/359.jpg,Kenneth Noland,VIA PALE,"$56,250","$50,000","$70,000",Signed and Titled,"24.00"" x 78.00",1968,359,09/21/2012,Acrylic / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/360.jpg,Gene Davis,JUICY FRUIT,"$56,250","$15,000","$20,000",Signed and Titled,"30.00"" x 33.13",c.1969,360,09/21/2012,Acrylic / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/361.jpg,Gene Davis,UNTITLED,"$11,250","$12,000","$15,000",Signed and Dated,"20.25"" x 14.00",1964,361,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/362.jpg,Sam Gilliam Jr,RED UNDER,"$31,250","$8,000","$12,000",Signed and Titled,"45.00"" x 54.13",1972,362,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/363.jpg,Esteban Vicente,SHIMMER,"$56,250","$30,000","$50,000",Signed and Titled,"60.00"" x 50.00",1983,363,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/364.jpg,Giorgio Cavallon,UNTITLED,-not sold-,"$20,000","$30,000",Signed and Dated,"19.50"" x 29.25",1950,364,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/365.jpg,Ilya Bolotowsky,VERTICAL DIAMOND,"$34,380","$15,000","$20,000",Signed and Dated,"59.50"" x 59.50",1966,365,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/366.jpg,Gene Davis,CARNIVAL,-not sold-,"$30,000","$50,000",Signed and Titled,"44.50"" x 67.75",1981,366,09/21/2012,Acrylic and pencil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/367.jpg,Ludwig Sander,UNTITLED,"$13,750","$6,000","$8,000",Signed and Dated,"30.00"" x 38.00",1955,367,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/368.jpg,Ludwig Sander,MOJAVE V,"$17,500","$8,000","$12,000",Signed and Titled,"66.00"" x 60.00",1970,368,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/369.jpg,Nassos Daphnis,8-61 CMT,"$10,630","$5,000","$7,000",Signed on Reverse,"39.25"" x 29.25",1961,369,09/21/2012,Epoxy
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/370.jpg,Frank Stella,LIPSKO (SKETCH),"$31,250","$35,000","$45,000",Signed and Titled,"29.75"" x 29.88",1973,370,09/21/2012,"Acrylic felt, and fabric collage / Cardboard"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/371.jpg,Theodoros Stamos,UNTITLED,-not sold-,"$18,000","$25,000",Signed and Dated,"16.00"" x 20.00",1946,371,09/21/2012,Oil / Masonite
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/375.jpg,Richmond Burton,THREE,-not sold-,"$7,000","$9,000",Signed and Titled,"34.25"" x 17.50",1991,375,09/21/2012,"Watercolor charcoal, and graphite / Paper"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/376.jpg,Sol LeWitt,IRREGULAR GRID,-not sold-,"$5,000","$7,000",Signed and Dated,"9.25"" x 9.25",1999,376,09/21/2012,Gouache / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/384.jpg,Lawrence Charles Weiner,UNTITLED,"$7,500","$4,000","$6,000",Signed and Dated,"14.00"" x 26.75",2009,384,09/21/2012,"graphite, mylar, ink, and printed paper collage / Paper"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/385.jpg,Isamu Noguchi,WORM,"$28,130","$15,000","$20,000",Signed and Dated,"6.25"" x 11.88"" x 12.75",1956,385,09/21/2012,cast iron
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/387.jpg,Dorothea Rockburne,UNTITLED,"$10,630","$8,000","$12,000",Signed and Titled,"29.25"" x 42.00",1984,387,09/21/2012,"Pencil colored pencil, and vellum collage / Paper"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/388.jpg,Carl Andre,STILLANOVEL TRIAL,"$10,000","$6,000","$8,000",Signed and Dated,"11.00"" x 8.63",1972,388,09/21/2012,Ink (typewriter ink) / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/390.jpg,Joseph Beuys,IPHIGENIA / TITUS ANDRONICUS,"$46,880","$18,000","$22,000",Signed,"28.00"" x 21.63",1985,390,09/21/2012,Oil
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/393.jpg,Marlene Dumas,BRANDMERK,"$8,750","$10,000","$15,000",Signed and Titled,"19.00"" x 25.00",1979,393,09/21/2012,Acrylic and sand with paper collage / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/394.jpg,Sol LeWitt,IRREGULAR GRID,-not sold-,"$20,000","$30,000",Signed and Dated,"30.00"" x 30.00",2001,394,09/21/2012,Gouache / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/395.jpg,Bernar Venet,COMBINAISON ALATOIRE DE LIGNES INDTERMINES,"$18,750","$18,000","$25,000",Signed and Titled,"42.75"" x 20.50",1992,395,09/21/2012,"Gouache oil stick, charcoal and pencil / Canvas"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/396.jpg,Sol LeWitt,TANGLED BANDS,"$25,000","$15,000","$20,000",Signed and Dated,"29.50"" x 22.50",2002,396,09/21/2012,Gouache / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/397.jpg,Sol LeWitt,PARALLEL CURVES,"$40,630","$25,000","$35,000",Signed and Dated,"29.25"" x 22.50",2000,397,09/21/2012,Gouache / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/398.jpg,Sol LeWitt,HORIZONTAL WAVY LINES,-not sold-,"$15,000","$20,000",Signed and Dated,"8.00"" x 22.50",1993,398,09/21/2012,Gouache / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/400.jpg,Richard Tuttle,UNTITLED (GREY WHITE FOR ARTIFICIAL LIGHT),"$18,750","$20,000","$25,000",Inscribed,"23.00"" x 13.50"" x 2.50",1986,400,09/21/2012,"chipboard, acrylic paint, polystyrene, and hot melt adhesive"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/403.jpg,Jake Berthot,UNTITLED,"$10,000","$10,000","$15,000",Signed and Dated,"40.00"" x 24.13",1977,403,09/21/2012,Oil and pencil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/405.jpg,Sam Lewis Francis,UNTITLED,"$22,500","$15,000","$20,000",Stamped,"29.00"" x 40.88",not given,405,09/21/2012,Acrylic / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/406.jpg,Richmond Burton,ROSETTE,"$6,250","$7,000","$9,000",By Estate,"48.00"" x 60.00",1991,406,09/21/2012,Oil / Canvas
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/407.jpg,Richard Artschwager,CHAIR,-not sold-,"$10,000","$15,000",Signed and Dated,"40.00"" x 40.50"" x 51.00",1990,407,09/21/2012,"oak, cow hide, formica, and steel"
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/409.jpg,Richard Artschwager,UP AND OUT,"$46,880","$40,000","$60,000",Signed and Titled,"93.25"" x 65.25"" x 46.63",1990,409,09/21/2012,formica and wood
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/412.jpg,Mel Bochner,SUPERFICIAL,"$37,500","$10,000","$15,000",Signed and Titled,"16.88"" x 22.38",2007,412,09/21/2012,Oil / Velvet
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/414.jpg,Malcolm Morley,STUDY FOR CAMELS AND GOATS,-not sold-,"$3,000","$4,000",Signed and Dated,"23.00"" x 30.75",1980,414,09/21/2012,Watercolor / Paper
New York,Sotheby's New York,contemporary art 09/21/2012,http://www.askart.com/photos2/2014/SNY20120921_73662/415.jpg,Malcolm Morley,TWO SIDES OF FOLD OUT [FIRE ISLAND],-not sold-,"$6,000","$8,000",Signed and Titled,"22.00"" x 30.00",1974,415,09/21/2012,Watercolor and charcoal / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/1.jpg,Maqbool Fida Husain,UNTITLED (WOMAN AT WORK),"$170,500","$50,000","$70,000",Signed,"19.75"" x 19.75",c. 1958,1,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/2.jpg,Bal Chhabda,TWO WORKS ON PAPER (2),-not sold-,"$6,000","$8,000",Signed and Dated,Dimensions not available,1966,2,09/10/2012,Pencil / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/3.jpg,Maqbool Fida Husain,TONGA,"$35,000","$15,000","$20,000",Unavailable,16.75,not given,3,09/10/2012,Tempera / Wood
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/4.jpg,Akbar Padamsee,UNTITLED (CITYSCAPE),"$35,000","$30,000","$50,000",Signed and Dated,"16.25"" x 10.50",1962,4,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/5.jpg,Syed Haider Raza,SOUVENIR,"$57,500","$50,000","$60,000",Signed and Dated,"12.50"" x 30.50",1964,5,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/6.jpg,Syed Haider Raza,LA SOURCE,"$7,500","$8,000","$10,000",Signed and Dated,"10.50"" x 8.63",1962,6,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/7.jpg,Syed Haider Raza,LES MURS BLANCS,"$5,750","$6,000","$8,000",Signed and Dated,"4.75"" x 7.13",1962,7,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/8.jpg,Maqbool Fida Husain,UNTITLED (MOTHER AND CHILD),"$134,500","$120,000","$180,000",Signed and Dated,"47.00"" x 16.75",1960,8,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/9.jpg,Maqbool Fida Husain,BULLOCK CART,"$35,000","$10,000","$15,000",Unavailable,"12.00"" x 22.00",not given,9,09/10/2012,Tempera / Wood
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/10.jpg,Maqbool Fida Husain,UNTITLED,"$17,500","$10,000","$15,000",Signed and Dated,"22.75"" x 31.75",1965,10,09/10/2012,Ink and wash / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/11.jpg,Maqbool Fida Husain,UNTITLED,"$8,130","$10,000","$15,000",Signed and Dated,"21.38"" x 29.38",1965,11,09/10/2012,Watercolor and marker / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/13.jpg,Ram Kumar,UNTITLED (BENARES),"$146,500","$150,000","$200,000",Inscribed and Signed,"40.00"" x 33.00",1966,13,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/14.jpg,Sarbari Roy Chowdhury,SKIPPING (EDITION 4 OF 9),"$12,500","$10,000","$15,000",Unavailable,34.00,1996,14,09/10/2012,Bronze
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/15.jpg,Prodosh Dasgupta,ARISTOCRATS (EDITION 3 OF 9),-not sold-,"$8,000","$10,000",Unavailable,12.25,1990,15,09/10/2012,Bronze
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/16.jpg,Somnath Hore,UNTITLED,"$36,250","$20,000","$30,000",Signed Lower Left,"20.00"" x 15.00",not given,16,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/17.jpg,Ganesh Pyne,UNTITLED,-not sold-,"$8,000","$12,000",Signed Lower Right,"11.00"" x 10.00",not given,17,09/10/2012,Pastel / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/18.jpg,Paritosh Sen,REFUGEES,-not sold-,"$8,000","$10,000",Signed and Dated,"30.50"" x 25.50",1946,18,09/10/2012,Mixed Media / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/19.jpg,Proshanto Roy,UNTITLED (ARABIAN NIGHT SERIES),-not sold-,"$25,000","$35,000",Signed Lower Right,"12.25"" x 8.75",1950s,19,09/10/2012,Watercolor / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/20.jpg,Jamini Roy,UNTITLED (GOPI),"$12,500","$7,000","$9,000",Signed Lower Right,"21.00"" x 16.75",not given,20,09/10/2012,Tempera / Card
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/21.jpg,Jamini Roy,UNTITLED (CHRIST),"$5,000","$5,000","$7,000",Signed Lower Right,"17.50"" x 13.00",not given,21,09/10/2012,Tempera / Card
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/22.jpg,Krishnaji Shamrao Kulkarni,UNTITLED,-not sold-,"$15,000","$20,000",Signed Lower Left,"31.50"" x 32.25",not given,22,09/10/2012,Acrylic / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/23.jpg,Manjit Bawa,UNTITLED,"$18,750","$15,000","$20,000",Signed Lower Right,11.00,not given,23,09/10/2012,Terracotta and paint
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/24.jpg,Chittoprasad Bhattacharya,SANTHAL DANCE,-not sold-,"$8,000","$10,000",Signed and Dated,"12.75"" x 24.25",1956,24,09/10/2012,Gouache / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/25.jpg,Ram Kumar,TWO FIGURES,-not sold-,"$100,000","$150,000",Inscribed and Signed,"26.00"" x 14.50",not given,25,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/26.jpg,Maqbool Fida Husain,"UNTITLED (THE THREE MUSES, MAYA SERIES)",-not sold-,"$500,000","$700,000",Unavailable,"68.00"" x 60.00",not given,26,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/27.jpg,Syed Haider Raza,UNTITLED,"$4,750","$6,000","$8,000",Signed and Dated,"6.25"" x 9.75",1964,27,09/10/2012,Watercolor / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/28.jpg,Krishen Khanna,UNTITLED (ABSTRACT LANDSCAPE),"$15,000","$20,000","$30,000",Signed,"11.75"" x 13.25",1961,28,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/29.jpg,Ram Kumar,UNTITLED (BLUE ABSTRACT),"$74,500","$100,000","$150,000",Signed,"25.50"" x 36.25",not given,29,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/30.jpg,Krishen Khanna,A GRAPH OF PLEASURE AND PAIN,-not sold-,"$80,000","$120,000",Inscribed and Signed,"24.50"" x 41.50",1961,30,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/31.jpg,Akbar Padamsee,THREE DRAWINGS (3),"$23,750","$8,000","$12,000",Signed and Dated,Dimensions not available,not given,31,09/10/2012,Charcoal / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/35.jpg,Vasudeo S Gaitonde,UNTITLED (BLACK),"$98,500","$40,000","$60,000",Unavailable,"29.25"" x 20.25",c. 1967,35,09/10/2012,Oil / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/36.jpg,Tyeb Mehta,UNTITLED (FALLING WOMAN),-not sold-,"$50,000","$70,000",Signed and Dated,"24.50"" x 18.50",1992,36,09/10/2012,Crayon / Paper
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/37.jpg,Syed Haider Raza,Nol,"$194,500","$80,000","$120,000",Signed and Dated,"39.25"" x 32.00",1959,37,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/38.jpg,Gulam Rasool Santosh,UNTITLED,-not sold-,"$60,000","$80,000",Signed on Reverse,"60.00"" x 50.00",not given,38,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/39.jpg,Biren De,UNTITLED,-not sold-,"$30,000","$50,000",Signed and Dated,"55.00"" x 38.00",1970,39,09/10/2012,Oil / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/40.jpg,Gulam Rasool Santosh,PORTRAIT OF DEVI,-not sold-,"$12,000","$18,000",Unavailable,"30.00"" x 24.00",not given,40,09/10/2012,Acrylic / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/41.jpg,Manjit Bawa,UNTITLED (MYSTIC TIGER),"$104,500","$80,000","$120,000",Signed and Dated,"33.50"" x 37.50",1993,41,09/10/2012,Acrylic / Canvas
New York,Sotheby's New York,modern & contemporary south asian art 09/10/2012,http://www.askart.com/photos2/2014/SNY20120910_73788/42.jpg,Hari Ambados Gade,UNTITLED (COASTAL TOWN),"$12,500","$10,000","$15,000",Signed,"24.75"" x 29.50",not given,42,09/10/2012,Oil and ink / Paperboard
