"","auction_house","city","idd","exhibition","artist","title","price","sold","avg_estimate","area","year_created","auction_lot","auction_date","rate_sold_before","avg_price_sold_before","num_artworks","avg_price_sold","num_artists","sale_rate","volatility_before","volatility","skew_before","skew","medium","artist_median_price","artist_volume","artist_lots_sold","lot_position","caliber"
"3141","Sotheby's New York","New York","276ef31492d0413386533eb749be4dc3","contemporary art 03/09/2011","Jack Hamilton Bush","BLUE BAR",225412,1,44970,5837.25,1970,0.620991253644315,"03/09/2011",0.732142857142857,45921,1,40654,142,0.804545454545455,59768.5092764214,47082.4520231211,3.94370882034182,4.35471382687113,"acrylic / canvas",236891.5,12,1,"Medium","Major"
"3142","Sotheby's New York","New York","0249c49979f545dd950563266f8151aa","contemporary art 03/09/2011","Elaine Fried de Kooning","FALLING MAN",31625,1,14053,2040,1957,0.635568513119534,"03/09/2011",0.741379310344828,46815,1,40654,142,0.804545454545455,61111.1553009603,47082.4520231211,3.68168036442362,4.35471382687113,"oil / canvas",2020,14,0.875,"Medium","Major"
"3143","Sotheby's New York","New York","c6956c084db345ccaf70387e80f2a538","contemporary art 03/09/2011","Jack Tworkov","LANDING",66758,1,19674,6000,1965,0.641399416909621,"03/09/2011",0.73728813559322,46641,1,40654,142,0.804545454545455,60775.9942693098,47082.4520231211,3.70744461114073,4.35471382687113,"oil / canvas",37775,25,0.833333333333333,"Medium","Major"
"3144","Sotheby's New York","New York","5a0802b1fd254589a7560eb0bd74589c","contemporary art 03/09/2011","Giorgio Cavallon","UNTITLED (#86)",56212,1,44970,2912,1966,0.644314868804665,"03/09/2011",0.739495798319328,46869,1,40654,142,0.804545454545455,60459.4450096157,47082.4520231211,3.71339323022895,4.35471382687113,"oil / canvas",43985,10,0.769230769230769,"Medium","Major"
"3145","Sotheby's New York","New York","7c5188b290234df289c291356128b056","contemporary art 03/09/2011","Friedel Dzubas","UNTITLED",28106,1,28106,1600,1974,0.647230320699708,"03/09/2011",0.741666666666667,46974,1,40654,142,0.804545454545455,60125.2065845221,47082.4520231211,3.72861425085712,4.35471382687113,"acrylic / canvas",46567.5,52,0.912280701754386,"Medium","Major"
"3146","Sotheby's New York","New York","08b3c07105a3431aba3edd4761533ad0","contemporary art 03/09/2011","Alexander Semeonovitch Liberman","OMEGA XIV",49185,1,8994,2250,1961,0.696793002915452,"03/09/2011",0.761538461538461,43741,1,40654,142,0.804545454545455,57682.4481846147,47082.4520231211,3.93201124541976,4.35471382687113,"oil / canvas",9223,15,0.9375,"Late","Major"
"3147","Sotheby's New York","New York","1d745f0e9a9b4d369eedf825ee910a05","contemporary art 03/09/2011","Jim Dine","PAINTING FEBRUARY",35132,1,39348,2280.0625,1958,0.725947521865889,"03/09/2011",0.778571428571429,42629,4,40654,142,0.804545454545455,55157.3701110075,47082.4520231211,4.13558694506607,4.35471382687113,"oil / canvas",51835,115,0.692771084337349,"Late","Major"
"3148","Sotheby's New York","New York","efefe52b56d94641ba12076c63a8a1ea","contemporary art 03/09/2011","Leon Golub","HEAD",0,0,16863,1953.5625,1969,0.755102040816326,"03/09/2011",0.782312925170068,41230,2,40654,142,0.804545454545455,53989.9001857687,47082.4520231211,4.24313471983018,4.35471382687113,"oil / canvas",31990,23,0.821428571428571,"Late","Major"
"3149","Sotheby's New York","New York","e9b68fe8b1ab4cc89ea8eaf9b5c7b1dd","contemporary art 03/09/2011","Leon Golub","WARRIOR",22485,1,28106,4648,1963,0.760932944606414,"03/09/2011",0.778523489932886,40926,2,40654,142,0.804545454545455,53834.8181141929,47082.4520231211,4.25637676149404,4.35471382687113,"oil / canvas",31990,23,0.821428571428571,"Late","Major"
"3150","Sotheby's New York","New York","1e6a4bc7be5d4a47be0eafa6cdf37999","contemporary art 03/09/2011","Karel Christiaan Appel","INDIAN",0,0,56212,1096.125,1963,0.775510204081633,"03/09/2011",0.785714285714286,40809,4,40654,142,0.804545454545455,52773.402903561,47082.4520231211,4.33744260948737,4.35471382687113,"""""""oil oil stick paper plastic fish plastic guns plastic belt collaged / board""""""""
""""""",31693,81,0.786407766990291,"Late","Major"
"3151","Sotheby's New York","New York","8f9fab55fd2e41fe809b6a027707a0bd","contemporary art 03/09/2011","Karel Christiaan Appel","ORANGE HEAD",56212,1,56212,600,1974,0.78134110787172,"03/09/2011",0.775641025641026,40809,4,40654,142,0.804545454545455,52773.402903561,47082.4520231211,4.33744260948737,4.35471382687113,"oil / canvas",31693,81,0.786407766990291,"Late","Major"
"3152","Sotheby's New York","New York","ac2d6742b49140f599245b08ba23b187","contemporary art 03/09/2011","Piero Dorazio","COME MI PARE",191684,1,89940,5978,1968,0.787172011661808,"03/09/2011",0.778481012658228,40853,2,40654,142,0.804545454545455,52363.16463719,47082.4520231211,4.36581367848503,4.35471382687113,"oil / canvas",66867.5,10,0.769230769230769,"Late","Major"
"3153","Sotheby's New York","New York","b8621c89e5cb4cf28dcb6d9d169a0ddf","contemporary art 03/09/2011","Piero Dorazio","IN CROCE III",103993,1,67455,4761,1969,0.807580174927114,"03/09/2011",0.785276073619632,41716,2,40654,142,0.804545454545455,52802.0084691919,47082.4520231211,4.17553759576011,4.35471382687113,"oil / canvas",66867.5,10,0.769230769230769,"Late","Major"
"3154","Sotheby's New York","New York","5bfdb5e87d3f4ea9b8d5b3c53b17e825","contemporary art 03/09/2011","Richard Anuszkiewicz","UNTITLED",42159,1,56212,4032,1977,0.839650145772595,"03/09/2011",0.793103448275862,41355,4,40654,142,0.804545454545455,51462.5858888244,47082.4520231211,4.21014674103325,4.35471382687113,"acrylic / masonite",38868,73,0.858823529411765,"Late","Major"
"3155","Sotheby's New York","New York","a5c6ab440e88438bab9effafd856abb8","contemporary art 03/09/2011","Victor Vasarely","SINVILAG A",110738,1,140531,6557,1974,0.845481049562682,"03/09/2011",0.794285714285714,41361,3,40654,142,0.804545454545455,51277.1701506485,47082.4520231211,4.22506354267611,4.35471382687113,"acrylic / canvas",71544.5,130,0.828025477707006,"Late","Major"
"3156","Sotheby's New York","New York","42fd4f68f2a84d1f86972bf258a49b30","contemporary art 03/09/2011","Richard Anuszkiewicz","UNTITLED (PORTAL)",52704,1,44970,2880,1977,0.848396501457726,"03/09/2011",0.795454545454545,41856,4,40654,142,0.804545454545455,51357.3146201956,47082.4520231211,4.16191938373049,4.35471382687113,"acrylic / canvas",38868,73,0.858823529411765,"Late","Major"
"3157","Sotheby's New York","New York","27139cc7e1134cb9b2519c8d92502d6b","contemporary art 03/09/2011","Wojcieck (Voy) Fangor","RED 2",0,0,19674,1740.75,1961,0.854227405247813,"03/09/2011",0.797752808988764,41806,2,40654,142,0.804545454545455,51018.3988435312,47082.4520231211,4.18807312509854,4.35471382687113,"oil / canvas",71191,34,0.85,"Late","Major"
"3158","Sotheby's New York","New York","4d1a0acdd10c4aea9b6ca48fcffce065","contemporary art 03/09/2011","Richard Anuszkiewicz","UNTITLED (CENTERED SQUARE)",49185,1,44970,2340.125,1979,0.857142857142857,"03/09/2011",0.793296089385475,41806,4,40654,142,0.804545454545455,51018.3988435312,47082.4520231211,4.18807312509854,4.35471382687113,"acrylic / canvas",38868,73,0.858823529411765,"Late","Major"
"3159","Sotheby's New York","New York","6f8dbd250a5f460a85c96217a30b84ff","contemporary art 03/09/2011","Wojcieck (Voy) Fangor","UNTITLED (#26)",83756,1,56212,1550.7844,1963,0.865889212827988,"03/09/2011",0.791208791208791,41684,2,40654,142,0.804545454545455,50699.4241133083,47082.4520231211,4.21419925174564,4.35471382687113,"oil / canvas",71191,34,0.85,"Late","Major"
"3160","Sotheby's New York","New York","912a20daf7d94f54a36f94d2f8f526fb","contemporary art 03/09/2011","Jules Olitski","MOAB PLAIN - 3K",52704,1,39348,2927.4,1975,0.889212827988338,"03/09/2011",0.79144385026738,41380,3,40654,142,0.804545454545455,50245.9200708828,47082.4520231211,4.22808009675536,4.35471382687113,"acrylic / canvas",31275,89,0.801801801801802,"Late","Major"
"3161","Sotheby's New York","New York","ad0a853475f0483b8d6296fa5dc20f1d","contemporary art 03/09/2011","Ilya Bolotowsky","ECLIPSE RED VERTICAL",23890,1,12366,1793.75,1971,0.892128279883382,"03/09/2011",0.792553191489362,41456,1,40654,142,0.804545454545455,50083.7789714007,47082.4520231211,4.23662937292201,4.35471382687113,"acrylic / canvas",18660,35,0.945945945945946,"Late","Major"
"3162","Sotheby's New York","New York","a5fda276105a4e7bb82700a6879518ab","contemporary art 03/09/2011","Paul Jenkins","FIRE HOOP",35132,1,14053,1139.0625,1953,0.921282798833819,"03/09/2011",0.802030456852792,41042,3,40654,142,0.804545454545455,49025.4512770226,47082.4520231211,4.28800899097526,4.35471382687113,"oil / canvas",22145,152,0.894117647058824,"Late","Major"
"3163","Sotheby's New York","New York","3e1336e889e348f1ba61b0074c98576b","contemporary art 03/09/2011","Lester Frederick Johnson","WHITE PORTRAIT NO. 2",14053,1,14053,3536,1964,0.932944606413994,"03/09/2011",0.805,40784,1,40654,142,0.804545454545455,48602.4597868887,47082.4520231211,4.33259104767341,4.35471382687113,"oil / canvas",10326.5,14,0.875,"Late","Major"
"3164","Sotheby's New York","New York","1242d60856cf451aac03ce82b9406f8e","contemporary art day sale 05/13/2009","Lee Krasner","MAJUSCULE",228494,1,352432,5666.97,1971,0.286307053941909,"05/13/2009",0.71875,233946,1,149266,174,0.737226277372263,155308.438313384,137034.896314446,0.844973352930669,2.29378325455353,"oil / canvas",281785.5,26,0.764705882352941,"Early","Major"
"3165","Sotheby's New York","New York","fa886d919b5f4aaba80f4a96cda16574","contemporary art day sale 05/13/2009","Jean-Paul Riopelle","BOHME CHAMPTRE",0,0,293694,3434.5625,1967,0.29045643153527,"05/13/2009",0.705882352941177,233719,1,149266,174,0.737226277372263,152041.249528408,137034.896314446,0.866913368942154,2.29378325455353,"oil / canvas",97934,30,0.731707317073171,"Early","Major"
"3166","Sotheby's New York","New York","c00124aea1be40949c8bcfed9ea05be7","contemporary art day sale 05/13/2009","Howard Eliot Hodgkin","MR. AND MRS. MICHAEL CHOW",341272,1,293694,1737,1979,0.300829875518672,"05/13/2009",0.692307692307692,219276,1,149266,174,0.737226277372263,149304.403773909,137034.896314446,0.968004635284089,2.29378325455353,"oil / panel",4236,11,0.647058823529412,"Early","Major"
"3167","Sotheby's New York","New York","b3ad8e16431545d080127f11e81927fe","contemporary art day sale 05/13/2009","Josef Albers","STUDY FOR HOMAGE TO THE SQUARE",158007,1,93982,324,1962,0.304979253112033,"05/13/2009",0.707317073170732,231092,2,149266,174,0.737226277372263,149137.181501007,137034.896314446,0.782189725305176,2.29378325455353,"oil / masonite",327504,119,0.901515151515151,"Early","Major"
"3168","Sotheby's New York","New York","688a7c9ddca94d5cb9b26bfe10284386","contemporary art day sale 05/13/2009","Josef Albers","STUDY FOR HOMAGE TO THE SQUARE",228494,1,117477,248.0625,1971,0.307053941908714,"05/13/2009",0.714285714285714,228656,2,149266,174,0.737226277372263,147055.136872384,137034.896314446,0.828473704008382,2.29378325455353,"oil / masonite",327504,119,0.901515151515151,"Early","Major"
"3169","Sotheby's New York","New York","fb2004afe5754981af9bd36142fe3230","contemporary art day sale 05/13/2009","Brice Marden","UNTITLED #26",29369,1,35243,175.375,1973,0.319502074688797,"05/13/2009",0.75,239577,2,149266,174,0.737226277372263,166820.072657907,137034.896314446,1.14584824485119,2.29378325455353,"ink / paper",301011.5,54,0.72,"Early","Major"
"3170","Sotheby's New York","New York","6df95bef5e2b40ceb0e0511bdd27997d","contemporary art day sale 05/13/2009","Peter Saul","HIGH CLASS SAN FRANCISCO",87520,1,58738,4522.375,1967,0.41701244813278,"05/13/2009",0.806451612903226,190302,2,149266,174,0.737226277372263,153040.074859133,137034.896314446,1.49815466770346,2.29378325455353,"oil / canvas",65681,28,0.8,"Medium","Major"
"3171","Sotheby's New York","New York","86508bb913ca44d5978afe939d27c1e2","contemporary art day sale 05/13/2009","Tom Wesselmann","STUDY FOR SEASCAPE PRICK",46991,1,35243,62.0944,1969,0.441908713692946,"05/13/2009",0.798076923076923,186248,6,149266,174,0.737226277372263,150741.493148265,137034.896314446,1.51285881932488,2.29378325455353,"oil / canvas",113099,243,0.791530944625407,"Medium","Major"
"3172","Sotheby's New York","New York","35326b0536df4241a87f37b1c9d1d1f7","contemporary art evening auction 05/12/2015","Ellsworth Kelly","WHITE YELLOW",1278324,1,633879,192,1957,0.153846153846154,"05/12/2015",0.9,11717621,1,7345376,44,0.830769230769231,9846800.17964099,9903997.54993587,1.06682661256317,2.50370150017922,"oil / canvas",303348,73,0.802197802197802,"Early","Major"
"3173","Sotheby's New York","New York","05e720efde664f3eac744d2ee177c030","contemporary art evening auction 05/12/2015","Roy Lichtenstein","THE RING (ENGAGEMENT)",44044085,1,0,3377.5,1962,0.230769230769231,"05/12/2015",0.933333333333333,11694177,2,7345376,44,0.830769230769231,13234418.7786303,9903997.54993587,1.55377837745287,2.50370150017922,"oil / canvas",634467,219,0.796363636363636,"Early","Major"
"3174","Sotheby's New York","New York","c7260f55128c466e88ec1c2542787f00","contemporary art evening auction 05/12/2015","Yayoi Kusama","INTERMINABLE NET #3",6180328,1,6338798,2572.5,1959,0.261538461538462,"05/12/2015",0.941176470588235,13312269,1,7345376,44,0.830769230769231,14555060.3378172,9903997.54993587,1.28251432835477,2.50370150017922,"oil / canvas",146988.5,280,0.909090909090909,"Early","Major"
"3175","Sotheby's New York","New York","05ae987de30b472587b7b56e5c5e3b52","contemporary art evening auction 05/12/2015","Willem de Kooning","UNTITLED (BLUE PROFUNDITY)",1785428,1,1584699,654.5,1958,0.523076923076923,"05/12/2015",0.909090909090909,11052540,4,7345376,44,0.830769230769231,12018521.9984267,9903997.54993587,1.68275572656228,2.50370150017922,"oil / paper",629396.5,210,0.734265734265734,"Medium","Major"
"3176","Sotheby's New York","New York","d6370d02839744308deb347c99a4243c","contemporary art evening auction 05/12/2015","Richard Diebenkorn","OCEAN PARK #41",9493407,1,10564664,8100,1971,0.538461538461538,"05/12/2015",0.911764705882353,10753601,2,7345376,44,0.830769230769231,11924234.6426383,9903997.54993587,1.72577130105031,2.50370150017922,"oil / canvas",622906,89,0.674242424242424,"Medium","Major"
"3177","Sotheby's New York","New York","f8490721646e4c7d81e589e0a24385f8","contemporary art evening auction 05/12/2015","Franz Josef Kline","FLANDERS",9730055,1,7395265,4661,1961,0.553846153846154,"05/12/2015",0.914285714285714,10714220,1,7345376,44,0.830769230769231,11738274.6361462,9903997.54993587,1.76205732062647,2.50370150017922,"oil / canvas",202908,65,0.738636363636364,"Medium","Major"
"3178","Sotheby's New York","New York","8381b03a114343d6b9ead5056e0d9cc0","contemporary art evening auction 05/12/2015","Joan Mitchell","LE TEMPS DES LILAS",4523789,1,3169399,3914.25,1966,0.846153846153846,"05/12/2015",0.888888888888889,7921253,1,7345376,44,0.830769230769231,10372549.9308371,9903997.54993587,2.30436636782223,2.50370150017922,"oil / canvas",1209171,89,0.898989898989899,"Late","Major"
"3179","Sotheby's New York","New York","344c73b37c434ac0a721652d6cbfdf90","contemporary art evening auction 05/12/2015","Helen Frankenthaler","SATURN REVISITED",2989800,1,739526,4452,1964,0.861538461538462,"05/12/2015",0.890909090909091,7851917,1,7345376,44,0.830769230769231,10276226.5895423,9903997.54993587,2.33994683732799,2.50370150017922,"acrylic / canvas",449321,124,0.892086330935252,"Late","Major"
"3180","Sotheby's New York","New York","36cb959479e04b9181081355c2dd8717","contemporary art evening auction 05/12/2015","Richard Diebenkorn","TWO WOMEN AT TABLE",2672860,1,2112932,1080,1963,0.892307692307692,"05/12/2015",0.87719298245614,7754674,2,7345376,44,0.830769230769231,10193329.0518849,9903997.54993587,2.37480114598362,2.50370150017922,"oil / canvas",622906,89,0.674242424242424,"Late","Major"
"3181","Sotheby's New York","New York","284fdd893f8f4bd2bf4730766928de69","contemporary art evening auction 05/12/2015","Willem de Kooning","TWO FIGURES IN DEVON",0,0,2641166,2454.375,1971,0.907692307692308,"05/12/2015",0.879310344827586,7655031,4,7345376,44,0.830769230769231,10114910.5578844,9903997.54993587,2.4086739761238,2.50370150017922,"oil / paper",629396.5,210,0.734265734265734,"Late","Major"
"3182","Sotheby's New York","New York","a0cc44b3d3754f01adfc9c925cd66d7d","contemporary art evening sale 05/14/2014","Richard Diebenkorn","OCEAN PARK #20",10819176,1,11088467,7440,1969,0.481481481481481,"05/14/2014",0.837837837837838,6527820,1,5886458,52,0.82051282051282,7829655.41069057,6878059.61889643,1.99242874808322,2.30388162147241,"oil / canvas",622906,89,0.674242424242424,"Medium","Major"
"3183","Sotheby's New York","New York","dcb3256e59cf439c8964d1877f54a7d8","contemporary art evening sale 05/14/2014","Willem de Kooning","MONTAUK III",10819176,1,13200556,5111.25,1969,0.567901234567901,"05/14/2014",0.863636363636364,7671385,4,5886458,52,0.82051282051282,8333769.11532771,6878059.61889643,1.60663733676598,2.30388162147241,"oil on two joined sheets of paper",629396.5,210,0.734265734265734,"Medium","Major"
"3184","Sotheby's New York","New York","e4adb809b4814887904aea948abef24c","contemporary art evening sale 05/14/2014","Joan Mitchell","CHERCHEZ L'AIGUILLE",0,0,7392311,5313,1958,0.592592592592593,"05/14/2014",0.869565217391304,7602781,1,5886458,52,0.82051282051282,8183839.33798801,6878059.61889643,1.62883947300288,2.30388162147241,"oil / canvas",1209171,89,0.898989898989899,"Medium","Major"
"3185","Sotheby's New York","New York","a39b8ab83e92413ca40014f7c417820d","contemporary art evening sale 05/14/2014","James Rosenquist","BE BEAUTIFUL",3486003,1,3696155,4563,1964,0.62962962962963,"05/14/2014",0.836734693877551,7525450,1,5886458,52,0.82051282051282,8096676.53706541,6878059.61889643,1.66687712387063,2.30388162147241,"oil / canvas",298946,61,0.802631578947368,"Medium","Major"
"3186","Sotheby's New York","New York","4bfcc5ca65a24de4aa83754e0ca21055","contemporary art evening sale 05/14/2014","Ad Reinhardt","ABSTRACT PAINTING",1525984,1,1320055,2310,1950,0.962962962962963,"05/14/2014",0.824324324324324,6084218,1,5886458,52,0.82051282051282,6987949.01949487,6878059.61889643,2.23423937323174,2.30388162147241,"oil / canvas",540585,25,0.78125,"Late","Major"
"3187","Sotheby's New York","New York","261b70e9042041508ba5e87075cb9866","contemporary art evening sale 05/14/2014","Yayoi Kusama","NO. E",3367726,1,1056044,1002.875,1959,1,"05/14/2014",0.818181818181818,5926438,1,5886458,52,0.82051282051282,6925813.51201612,6878059.61889643,2.27662094756707,2.30388162147241,"oil / canvas",146988.5,280,0.909090909090909,"Late","Major"
"3188","Sotheby's New York","New York","9f2a37b9695c4df8a841d23c901cc3ea","contemporary art evening auction 11/17/2016","Milton Clark Avery","SEA & SAND DUNES",3760380,1,4163743,2400,1955,0.65625,"11/17/2016",0.926829268292683,5736125,1,5051043,39,0.918032786885246,7325092.0813,6353802.94948611,2.41428234255453,2.78802390895431,"oil / canvas",23647,11,0.55,"Medium","Major"
"3189","Sotheby's New York","New York","a07acdc58fc4472784775efc05b80401","contemporary art evening auction 11/17/2016","Wayne Thiebaud","WOMAN IN TUB",1980380,1,1561403,2145,1965,0.984375,"11/17/2016",0.915254237288136,5191489,1,5051043,39,0.918032786885246,6429504.35561343,6353802.94948611,2.73485943969643,2.78802390895431,"oil / canvas",501230,154,0.773869346733668,"Late","Major"
"3190","Sotheby's New York","New York","f373704351b24398acbed7b4e6e49846","contemporary curated 9/27/2017","Yayoi Kusama","INFINITY NETS 1960",745599,1,458047,1031.55,1979,0.0336787564766839,"09/27/2017",0.923076923076923,192061,2,104230,188,0.822525597269625,172777.950132774,259227.358654858,0.649332587040193,8.52089252543534,"acrylic / canvas",146988.5,280,0.909090909090909,"Early","Major"
"3191","Sotheby's New York","New York","9fe949d35d08437f87dd1f323b0b9d85","contemporary curated 9/27/2017","Sam Gilliam Jr","RAYS",696741,1,127235,3744,1971,0.0569948186528497,"09/27/2017",0.904761904761905,477655,2,104230,188,0.822525597269625,730522.030692347,259227.358654858,3.04211406473351,8.52089252543534,"acrylic / canvas",50615,40,0.952380952380952,"Early","Major"
"3192","Sotheby's New York","New York","78e8519d9b6f4191b6a8177c1eeaf4d4","contemporary curated 9/27/2017","Gene Davis","BLUE TRIGGER",33081,1,35625,3084.25,1972,0.0647668393782383,"09/27/2017",0.916666666666667,449453,1,104230,188,0.822525597269625,691189.401962538,259227.358654858,3.20399153401522,8.52089252543534,"acrylic / canvas",51327,41,0.836734693877551,"Early","Major"
"3193","Sotheby's New York","New York","6a951f9f01a84341a425168a1aaceeee","contemporary curated 9/27/2017","Jean Dubuffet","CHAT BOTT",0,0,101788,157.5,1952,0.0829015544041451,"09/27/2017",0.903225806451613,375544,5,104230,188,0.822525597269625,629051.090068061,259227.358654858,3.65007588514247,8.52089252543534,"oil / paper on board",233981,276,0.904918032786885,"Early","Major"
"3194","Sotheby's New York","New York","00893b805c1b4c52b0d749719282bde2","contemporary curated 9/27/2017","Jean Dubuffet","LE VOYAGEUR LA PELISSE",254470,1,254470,676.875,1952,0.0854922279792746,"09/27/2017",0.875,375544,5,104230,188,0.822525597269625,629051.090068061,259227.358654858,3.65007588514247,8.52089252543534,"oil / canvas",233981,276,0.904918032786885,"Early","Major"
"3195","Sotheby's New York","New York","fb61034e55e14b84a3765f4ef1e1171b","contemporary curated 9/27/2017","Robert Burns Motherwell","JEWISH CANDELABRA",25447,1,40715,108,1952,0.0932642487046632,"09/27/2017",0.857142857142857,362383,3,104230,188,0.822525597269625,609951.165850367,259227.358654858,3.79739676690041,8.52089252543534,"oil / canvas",134813,169,0.820388349514563,"Early","Major"
"3196","Sotheby's New York","New York","0ad0be59de7c4a55acb9a943504a3aa9","contemporary art 09/22/2011","John Wesley","FLIGHT",0,0,19377,94.8125,1968,0.0464601769911504,"09/22/2011",0.588235294117647,52669,1,34753,189,0.70957095709571,26224.893212366,45960.0584611671,-0.399971879533882,5.55938327415014,"acrylic / paper",77855.5,44,0.771929824561403,"Early","Major"
"3197","Sotheby's New York","New York","47b6b927d3fb44d89f19c3d12fe343df","contemporary art 09/22/2011","Alfred Jensen","THERE CAME INTO BEING",109068,1,110729,3626,1959,0.0951327433628319,"09/22/2011",0.653846153846154,85362,1,34753,189,0.70957095709571,97057.3295393039,45960.0584611671,2.67731175505343,5.55938327415014,"oil / canvas",61019.5,42,1,"Early","Major"
"3198","Sotheby's New York","New York","7e340ee749274449be6ebfd562d50efc","contemporary art 09/22/2011","Karel Christiaan Appel","PORTRAIT OF MR. K",82493,1,77510,1581.125,1962,0.123893805309735,"09/22/2011",0.676470588235294,78752,3,34753,189,0.70957095709571,85360.4457657248,45960.0584611671,3.09120519310166,5.55938327415014,"oil / canvas",31693,81,0.786407766990291,"Early","Major"
"3199","Sotheby's New York","New York","833f50f4e4724b88a5d41bc9a64ac806","contemporary art 09/22/2011","Jean Dubuffet","LA BRIOCHE III",24914,1,11072,65,1966,0.130530973451327,"09/22/2011",0.702702702702703,74329,1,34753,189,0.70957095709571,81558.5922356169,45960.0584611671,3.26010017934047,5.55938327415014,"ink / paper",233981,276,0.904918032786885,"Early","Major"
"3200","Sotheby's New York","New York","4f2b3f87df3c49c7a93bad6f8a0a71d4","contemporary art 09/22/2011","Sam Lewis Francis","UNTITLED",13841,1,13841,137.5,1965,0.168141592920354,"09/22/2011",0.75,64489,6,34753,189,0.70957095709571,71913.1101266143,45960.0584611671,3.74788121764445,5.55938327415014,"acrylic / paper",112172,288,0.778378378378378,"Early","Major"
"3201","Sotheby's New York","New York","1f266e7a6b494229856a96e6a675c956","contemporary art 09/22/2011","Sam Lewis Francis","UNTITLED",0,0,33218,415.0944,1965,0.172566371681416,"09/22/2011",0.755102040816326,63121,6,34753,189,0.70957095709571,71321.4126327217,45960.0584611671,3.78297671196757,5.55938327415014,"acrylic / paper",112172,288,0.778378378378378,"Early","Major"
"3202","Sotheby's New York","New York","969c1dee149b48de88c0860501b67938","contemporary art 09/22/2011","Jules Olitski","ESPRIT DE BARON OCHS 10",27682,1,33218,3411.2694,1977,0.22787610619469,"09/22/2011",0.753623188405797,51213,5,34753,189,0.70957095709571,63126.9206816448,45960.0584611671,4.31335660383802,5.55938327415014,"acrylic / canvas",31275,89,0.801801801801802,"Early","Major"
"3203","Sotheby's New York","New York","a29ef2c4a11047dbba349a557c44f8c4","contemporary art 09/22/2011","Jules Olitski","FIRST LOVE-8",24914,1,16609,4531.5,1972,0.230088495575221,"09/22/2011",0.757142857142857,50769,5,34753,189,0.70957095709571,62595.3624969388,45960.0584611671,4.35918292931416,5.55938327415014,"acrylic / canvas",31275,89,0.801801801801802,"Early","Major"
"3204","Sotheby's New York","New York","ac0630473b4e4d4b876ce3909f1fa197","contemporary art 09/22/2011","Esteban Vicente","TIMELESS",95780,1,44291,3120,1971,0.232300884955752,"09/22/2011",0.76056338028169,50290,1,34753,189,0.70957095709571,62092.9170284711,45960.0584611671,4.4030689508035,5.55938327415014,"oil / canvas",44084.5,24,0.774193548387097,"Early","Major"
"3205","Sotheby's New York","New York","4aea000954c7454c80cb83353f6e41a9","contemporary art 09/22/2011","Helen Frankenthaler","AUGUST DEEP",401394,1,442917,15852.375,1978,0.234513274336283,"09/22/2011",0.763888888888889,51117,1,34753,189,0.70957095709571,61770.2059311515,45960.0584611671,4.36019283330886,5.55938327415014,"acrylic / canvas",449321,124,0.892086330935252,"Early","Major"
"3206","Sotheby's New York","New York","383d96a8abaa4df2b7bf4acc1d6b6df9","contemporary art 09/22/2011","Sam Gilliam Jr","RED LINGER",31148,1,19377,2254,1972,0.254424778761062,"09/22/2011",0.784810126582278,54611,1,34753,189,0.70957095709571,71102.0847789856,45960.0584611671,3.81777763752691,5.55938327415014,"acrylic / canvas",50615,40,0.952380952380952,"Early","Major"
"3207","Sotheby's New York","New York","7c656dc389f549488c6add9ed4ac16b6","contemporary art 09/22/2011","Norman Bluhm","BUTTE",0,0,38755,2129.25,1967,0.256637168141593,"09/22/2011",0.7875,54238,4,34753,189,0.70957095709571,70585.2262699943,45960.0584611671,3.85418521334445,5.55938327415014,"oil / canvas",37447,81,0.835051546391753,"Early","Major"
"3208","Sotheby's New York","New York","378504f76ad84eb2b2ef44b01a5196e7","contemporary art 09/22/2011","Philip Pearlstein","UNTITLED (NUDE)",27682,1,27682,676,1963,0.303097345132743,"09/22/2011",0.8,47961,4,34753,189,0.70957095709571,63981.8839337733,45960.0584611671,4.31337325678429,5.55938327415014,"oil / canvas",42553,20,0.833333333333333,"Early","Major"
"3209","Sotheby's New York","New York","c8698a004ebd47d58d9f025cea589c36","contemporary art 09/22/2011","Malcolm Morley","THE LOOKOUT",13841,1,38755,552,1965,0.314159292035398,"09/22/2011",0.80952380952381,47614,3,34753,189,0.70957095709571,62133.4441172265,45960.0584611671,4.44753956895865,5.55938327415014,"oil / canvas",22145,17,0.566666666666667,"Early","Major"
"3210","Sotheby's New York","New York","1ec0aee789d94960a448ab76868b271f","contemporary art 09/22/2011","Peter Saul","DOUBLE DE KOONING DUCK",301737,1,55364,4429.6875,1979,0.349557522123894,"09/22/2011",0.816666666666667,43961,1,34753,189,0.70957095709571,58770.5336644105,45960.0584611671,4.70875212975403,5.55938327415014,"acrylic / canvas",65681,28,0.8,"Medium","Major"
"3211","Sotheby's New York","New York","b91da7aef22d4a2cb84f42d449bb48b8","contemporary art 09/22/2011","Julian Stanczak","SHIMMER",22145,1,19377,2500,1978,0.371681415929204,"09/22/2011",0.792307692307692,45697,3,34753,189,0.70957095709571,61853.7908637934,45960.0584611671,4.28284645059393,5.55938327415014,"acrylic / canvas",40535.5,26,1,"Medium","Major"
